"description","name","id","created_at","updated_at","deleted_at"
"","ILEX AQUIFOLIUM","342","2024-09-30 14:39:31.664948+00","2024-09-30 14:39:31.664948+00",NULL
"","INDIUM METALLICUM","343","2024-09-30 14:39:31.668789+00","2024-09-30 14:39:31.668789+00",NULL
"","INDIGO TINCTORIA","344","2024-09-30 14:39:31.672478+00","2024-09-30 14:39:31.672478+00",NULL
"","INDOLUM (INDOL)","345","2024-09-30 14:39:31.676131+00","2024-09-30 14:39:31.676131+00",NULL
"","INSULINUM (INSULIN)","346","2024-09-30 14:39:31.679617+00","2024-09-30 14:39:31.679617+00",NULL
"","INULA HELENIUM","347","2024-09-30 14:39:31.682991+00","2024-09-30 14:39:31.682991+00",NULL
"","IODIUM (IODUM)","348","2024-09-30 14:39:31.686561+00","2024-09-30 14:39:31.686561+00",NULL
"","IODOFORMIUM","349","2024-09-30 14:39:31.689988+00","2024-09-30 14:39:31.689988+00",NULL
"","IPECACUANHA (IPECA)","350","2024-09-30 14:39:31.693717+00","2024-09-30 14:39:31.693717+00",NULL
"","IRIDIUM","351","2024-09-30 14:39:31.697253+00","2024-09-30 14:39:31.697253+00",NULL
"","IRIS VERSICOLOR","352","2024-09-30 14:39:31.700987+00","2024-09-30 14:39:31.700987+00",NULL
"","JABORANDI (PILOCARPUS MICROPHYLLUS)","353","2024-09-30 14:39:31.906139+00","2024-09-30 14:39:31.906139+00",NULL
"","JACARANDA CAROBA","354","2024-09-30 14:39:31.909932+00","2024-09-30 14:39:31.909932+00",NULL
"","JALAPA (EXOGONIUM","355","2024-09-30 14:39:31.913203+00","2024-09-30 14:39:31.913203+00",NULL
"","JATROPHA CURCAS","356","2024-09-30 14:39:31.916987+00","2024-09-30 14:39:31.916987+00",NULL
"","JOANESIA ASOCA","357","2024-09-30 14:39:31.920676+00","2024-09-30 14:39:31.920676+00",NULL
"","JUGLANS CINEREA","358","2024-09-30 14:39:31.92412+00","2024-09-30 14:39:31.92412+00",NULL
"","JUGLANS REGIA","359","2024-09-30 14:39:31.92765+00","2024-09-30 14:39:31.92765+00",NULL
"","JUNCUS EFFUSUS","360","2024-09-30 14:39:31.931301+00","2024-09-30 14:39:31.931301+00",NULL
"","JUNIPERUS","361","2024-09-30 14:39:31.934785+00","2024-09-30 14:39:31.934785+00",NULL
"","JUSTICIA ADHATODA","362","2024-09-30 14:39:31.938277+00","2024-09-30 14:39:31.938277+00",NULL
"","KALIUM ARSENICOSUM (KALI ARSENICUM)","363","2024-09-30 14:39:32.124121+00","2024-09-30 14:39:32.124121+00",NULL
"","KALIUM","364","2024-09-30 14:39:32.127119+00","2024-09-30 14:39:32.127119+00",NULL
"","KALIUM","365","2024-09-30 14:39:32.129698+00","2024-09-30 14:39:32.129698+00",NULL
"","KALIUM","366","2024-09-30 14:39:32.132723+00","2024-09-30 14:39:32.132723+00",NULL
"","KALIUM","367","2024-09-30 14:39:32.136475+00","2024-09-30 14:39:32.136475+00",NULL
"","KALIUM","368","2024-09-30 14:39:32.140008+00","2024-09-30 14:39:32.140008+00",NULL
"","KALIUM IODATUM","369","2024-09-30 14:39:32.143589+00","2024-09-30 14:39:32.143589+00",NULL
"","KALIUM","370","2024-09-30 14:39:32.14746+00","2024-09-30 14:39:32.14746+00",NULL
"","KALIUM NITRICUM","371","2024-09-30 14:39:32.151338+00","2024-09-30 14:39:32.151338+00",NULL
"","KALIUM","372","2024-09-30 14:39:32.155323+00","2024-09-30 14:39:32.155323+00",NULL
"","KALIUM","373","2024-09-30 14:39:32.158983+00","2024-09-30 14:39:32.158983+00",NULL
"","KALIUM","374","2024-09-30 14:39:32.162528+00","2024-09-30 14:39:32.162528+00",NULL
"","KALIUM","375","2024-09-30 14:39:32.166321+00","2024-09-30 14:39:32.166321+00",NULL
"","KALMIA LATIFOLIA","376","2024-09-30 14:39:32.170183+00","2024-09-30 14:39:32.170183+00",NULL
"","KAOLINUM (KAOLIN)","377","2024-09-30 14:39:32.174013+00","2024-09-30 14:39:32.174013+00",NULL
"","KOLA (STERCULIA)","378","2024-09-30 14:39:32.177784+00","2024-09-30 14:39:32.177784+00",NULL
"","KOUSSO (KOUSSO -","379","2024-09-30 14:39:32.181334+00","2024-09-30 14:39:32.181334+00",NULL
"","KREOSOTUM","380","2024-09-30 14:39:32.184812+00","2024-09-30 14:39:32.184812+00",NULL
"","LACTICUM ACIDUM","381","2024-09-30 14:39:32.367533+00","2024-09-30 14:39:32.367533+00",NULL
"","LAC CANINUM","382","2024-09-30 14:39:32.371614+00","2024-09-30 14:39:32.371614+00",NULL
"","LAC VACCINUM","383","2024-09-30 14:39:32.375009+00","2024-09-30 14:39:32.375009+00",NULL
"","LACHESIS MUTUS","384","2024-09-30 14:39:32.378481+00","2024-09-30 14:39:32.378481+00",NULL
"","LACHNANTHES","385","2024-09-30 14:39:32.382213+00","2024-09-30 14:39:32.382213+00",NULL
"","LACTUCA VIROSA","386","2024-09-30 14:39:32.385706+00","2024-09-30 14:39:32.385706+00",NULL
"","LAMIUM ALBUM (LAMIUM)","387","2024-09-30 14:39:32.389377+00","2024-09-30 14:39:32.389377+00",NULL
"","LAPIS ALBUS","388","2024-09-30 14:39:32.393001+00","2024-09-30 14:39:32.393001+00",NULL
"","LAPPA ARCTIUM","389","2024-09-30 14:39:32.396472+00","2024-09-30 14:39:32.396472+00",NULL
"","LATRODECTUS","390","2024-09-30 14:39:32.40023+00","2024-09-30 14:39:32.40023+00",NULL
"","LATHYRUS SATIVUS","391","2024-09-30 14:39:32.404125+00","2024-09-30 14:39:32.404125+00",NULL
"","LAUROCERASUS","392","2024-09-30 14:39:32.408013+00","2024-09-30 14:39:32.408013+00",NULL
"","LECITHINUM (LECITHIN)","393","2024-09-30 14:39:32.411871+00","2024-09-30 14:39:32.411871+00",NULL
"","LEDUM PALUSTRE","394","2024-09-30 14:39:32.415662+00","2024-09-30 14:39:32.415662+00",NULL
"","LEMNA MINOR","395","2024-09-30 14:39:32.419444+00","2024-09-30 14:39:32.419444+00",NULL
"","LEPIDIUM BONARIENSE","396","2024-09-30 14:39:32.423196+00","2024-09-30 14:39:32.423196+00",NULL
"","LEPTANDRA VIRGINICA","397","2024-09-30 14:39:32.42709+00","2024-09-30 14:39:32.42709+00",NULL
"","LIATRIS SPICATA","398","2024-09-30 14:39:32.430889+00","2024-09-30 14:39:32.430889+00",NULL
"","LILIUM TIGRINUM","399","2024-09-30 14:39:32.434835+00","2024-09-30 14:39:32.434835+00",NULL
"","LIMULUS CYCLOPS","400","2024-09-30 14:39:32.438783+00","2024-09-30 14:39:32.438783+00",NULL
"","LINARIA VULGARIS","401","2024-09-30 14:39:32.442448+00","2024-09-30 14:39:32.442448+00",NULL
"","LINUM","402","2024-09-30 14:39:32.446178+00","2024-09-30 14:39:32.446178+00",NULL
"","LITHIUM","403","2024-09-30 14:39:32.449712+00","2024-09-30 14:39:32.449712+00",NULL
"","LOBELIA INFLATA","404","2024-09-30 14:39:32.453618+00","2024-09-30 14:39:32.453618+00",NULL
"","LOBELIA","405","2024-09-30 14:39:32.457228+00","2024-09-30 14:39:32.457228+00",NULL
"","LOLEUM TEMULENTUM","406","2024-09-30 14:39:32.46076+00","2024-09-30 14:39:32.46076+00",NULL
"","LONICERA","407","2024-09-30 14:39:32.464463+00","2024-09-30 14:39:32.464463+00",NULL
"","LUPULUS HUMULUS","408","2024-09-30 14:39:32.468491+00","2024-09-30 14:39:32.468491+00",NULL
"","LYCOPODIUM CLAVATUM","409","2024-09-30 14:39:32.47279+00","2024-09-30 14:39:32.47279+00",NULL
"","LYCOPERSICUM","410","2024-09-30 14:39:32.476186+00","2024-09-30 14:39:32.476186+00",NULL
"","LYCOPUS","411","2024-09-30 14:39:32.479889+00","2024-09-30 14:39:32.479889+00",NULL
"","LYSSINUM","412","2024-09-30 14:39:32.483819+00","2024-09-30 14:39:32.483819+00",NULL
"","MAGNESIUM CARBONICUM (MAGNESIA CARBONICA)","413","2024-09-30 14:39:32.673154+00","2024-09-30 14:39:32.673154+00",NULL
"","MAGNESIUM","414","2024-09-30 14:39:32.676842+00","2024-09-30 14:39:32.676842+00",NULL
"","MAGNESIUM","415","2024-09-30 14:39:32.680655+00","2024-09-30 14:39:32.680655+00",NULL
"","MAGNESIUM","416","2024-09-30 14:39:32.685038+00","2024-09-30 14:39:32.685038+00",NULL
"","MAGNOLIA","417","2024-09-30 14:39:32.688555+00","2024-09-30 14:39:32.688555+00",NULL
"","MALANDRINUM","418","2024-09-30 14:39:32.692645+00","2024-09-30 14:39:32.692645+00",NULL
"","MANCINELLA","419","2024-09-30 14:39:32.696965+00","2024-09-30 14:39:32.696965+00",NULL
"","MANGANUM","420","2024-09-30 14:39:32.700668+00","2024-09-30 14:39:32.700668+00",NULL
"","MANGIFERA INDICA","421","2024-09-30 14:39:32.704131+00","2024-09-30 14:39:32.704131+00",NULL
"","MEDORRHINUM","422","2024-09-30 14:39:32.708014+00","2024-09-30 14:39:32.708014+00",NULL
"","MEDUSA","423","2024-09-30 14:39:32.712052+00","2024-09-30 14:39:32.712052+00",NULL
"","MEL CUM SALE","424","2024-09-30 14:39:32.715717+00","2024-09-30 14:39:32.715717+00",NULL
"","MELILOTUS","425","2024-09-30 14:39:32.719338+00","2024-09-30 14:39:32.719338+00",NULL
"","MENISPERMUM","426","2024-09-30 14:39:32.723493+00","2024-09-30 14:39:32.723493+00",NULL
"","MENTHA PIPERITA","427","2024-09-30 14:39:32.72742+00","2024-09-30 14:39:32.72742+00",NULL
"","MENTHOLUM","428","2024-09-30 14:39:32.731032+00","2024-09-30 14:39:32.731032+00",NULL
"","MENYANTHES","429","2024-09-30 14:39:32.734662+00","2024-09-30 14:39:32.734662+00",NULL
"","MEPHITIS PUTORIUS","430","2024-09-30 14:39:32.738475+00","2024-09-30 14:39:32.738475+00",NULL
"","MERCURIUS SOLUBILIS","431","2024-09-30 14:39:32.742035+00","2024-09-30 14:39:32.742035+00",NULL
"","MERCURIUS","432","2024-09-30 14:39:32.745805+00","2024-09-30 14:39:32.745805+00",NULL
"","MERCURIUS","433","2024-09-30 14:39:32.74983+00","2024-09-30 14:39:32.74983+00",NULL
"","MERCURIUS","434","2024-09-30 14:39:32.753836+00","2024-09-30 14:39:32.753836+00",NULL
"","MERCURIUS","435","2024-09-30 14:39:32.757516+00","2024-09-30 14:39:32.757516+00",NULL
"","MERCURIUS","436","2024-09-30 14:39:32.761139+00","2024-09-30 14:39:32.761139+00",NULL
"","MERCURIUS","437","2024-09-30 14:39:32.765188+00","2024-09-30 14:39:32.765188+00",NULL
"","MERCURIALIS","438","2024-09-30 14:39:32.769186+00","2024-09-30 14:39:32.769186+00",NULL
"","METHYLENUM","439","2024-09-30 14:39:32.772765+00","2024-09-30 14:39:32.772765+00",NULL
"","MEZEREUM","440","2024-09-30 14:39:32.776289+00","2024-09-30 14:39:32.776289+00",NULL
"","MICROMERIA","441","2024-09-30 14:39:32.780222+00","2024-09-30 14:39:32.780222+00",NULL
"","MILLEFOLIUM","442","2024-09-30 14:39:32.783955+00","2024-09-30 14:39:32.783955+00",NULL
"","MITCHELLA REPENS","443","2024-09-30 14:39:32.787456+00","2024-09-30 14:39:32.787456+00",NULL
"","MOMORDICA","444","2024-09-30 14:39:32.790912+00","2024-09-30 14:39:32.790912+00",NULL
"","MORPHINUM","445","2024-09-30 14:39:32.7947+00","2024-09-30 14:39:32.7947+00",NULL
"","MOSCHUS","446","2024-09-30 14:39:32.798262+00","2024-09-30 14:39:32.798262+00",NULL
"","MURIATICUM","447","2024-09-30 14:39:32.801944+00","2024-09-30 14:39:32.801944+00",NULL
"","MUREX PURPUREA","448","2024-09-30 14:39:32.806149+00","2024-09-30 14:39:32.806149+00",NULL
"","MYGALE LASIODORA","449","2024-09-30 14:39:32.810161+00","2024-09-30 14:39:32.810161+00",NULL
"","MYOSOTIS","450","2024-09-30 14:39:32.813999+00","2024-09-30 14:39:32.813999+00",NULL
"","MYRICA CERIFERA","451","2024-09-30 14:39:32.8179+00","2024-09-30 14:39:32.8179+00",NULL
"","MYRISTICA","452","2024-09-30 14:39:32.821939+00","2024-09-30 14:39:32.821939+00",NULL
"","MYRTUS COMMUNIS","453","2024-09-30 14:39:32.825884+00","2024-09-30 14:39:32.825884+00",NULL
"","NAJA TRIPUDIANS","454","2024-09-30 14:39:33.030678+00","2024-09-30 14:39:33.030678+00",NULL
"","NAPHTHALINUM","455","2024-09-30 14:39:33.035019+00","2024-09-30 14:39:33.035019+00",NULL
"","NARCISSUS","456","2024-09-30 14:39:33.038704+00","2024-09-30 14:39:33.038704+00",NULL
"","NATRIUM","457","2024-09-30 14:39:33.04245+00","2024-09-30 14:39:33.04245+00",NULL
"","NATRIUM","458","2024-09-30 14:39:33.046029+00","2024-09-30 14:39:33.046029+00",NULL
"","NATRIUM","459","2024-09-30 14:39:33.049769+00","2024-09-30 14:39:33.049769+00",NULL
"","NATRIUM","460","2024-09-30 14:39:33.053231+00","2024-09-30 14:39:33.053231+00",NULL
"","NATRIUM NITRICUM","461","2024-09-30 14:39:33.056903+00","2024-09-30 14:39:33.056903+00",NULL
"","NATRIUM","462","2024-09-30 14:39:33.060476+00","2024-09-30 14:39:33.060476+00",NULL
"","NATRIUM","463","2024-09-30 14:39:33.064356+00","2024-09-30 14:39:33.064356+00",NULL
"","NATRIUM","464","2024-09-30 14:39:33.06826+00","2024-09-30 14:39:33.06826+00",NULL
"","NICCOLUM","465","2024-09-30 14:39:33.071843+00","2024-09-30 14:39:33.071843+00",NULL
"","NICCOLUM","466","2024-09-30 14:39:33.075357+00","2024-09-30 14:39:33.075357+00",NULL
"","NITRICUM ACIDUM","467","2024-09-30 14:39:33.079077+00","2024-09-30 14:39:33.079077+00",NULL
"","NITROMURIATICUM ACIDUM (NITRO-MURIATIC ACID)","468","2024-09-30 14:39:33.083103+00","2024-09-30 14:39:33.083103+00",NULL
"","NITRI","469","2024-09-30 14:39:33.086931+00","2024-09-30 14:39:33.086931+00",NULL
"","NUPHAR LUTEUM","470","2024-09-30 14:39:33.090298+00","2024-09-30 14:39:33.090298+00",NULL
"","NUX MOSCHATA","471","2024-09-30 14:39:33.094148+00","2024-09-30 14:39:33.094148+00",NULL
"","NUX VOMICA","472","2024-09-30 14:39:33.09799+00","2024-09-30 14:39:33.09799+00",NULL
"","NYCTANTHES ARBOR","473","2024-09-30 14:39:33.101475+00","2024-09-30 14:39:33.101475+00",NULL
"","OCIMUM CANUM","474","2024-09-30 14:39:33.338487+00","2024-09-30 14:39:33.338487+00",NULL
"","OENANTHE CROCATA","475","2024-09-30 14:39:33.342639+00","2024-09-30 14:39:33.342639+00",NULL
"","OLEUM ANIMALE","476","2024-09-30 14:39:33.346156+00","2024-09-30 14:39:33.346156+00",NULL
"","OLEUM JECORIS","477","2024-09-30 14:39:33.349717+00","2024-09-30 14:39:33.349717+00",NULL
"","OLEUM SANTALI","478","2024-09-30 14:39:33.35361+00","2024-09-30 14:39:33.35361+00",NULL
"","OLEANDER (NERIUM","479","2024-09-30 14:39:33.357717+00","2024-09-30 14:39:33.357717+00",NULL
"","ONISCUS ASELLUS","480","2024-09-30 14:39:33.361332+00","2024-09-30 14:39:33.361332+00",NULL
"","ONOSMODIUM","481","2024-09-30 14:39:33.364908+00","2024-09-30 14:39:33.364908+00",NULL
"","OPIUM (PAPAVER","482","2024-09-30 14:39:33.368949+00","2024-09-30 14:39:33.368949+00",NULL
"","OPERCULINA","483","2024-09-30 14:39:33.372976+00","2024-09-30 14:39:33.372976+00",NULL
"","OPUNTIA FICUS","484","2024-09-30 14:39:33.376635+00","2024-09-30 14:39:33.376635+00",NULL
"","OREODAPHNE","485","2024-09-30 14:39:33.380055+00","2024-09-30 14:39:33.380055+00",NULL
"","ORIGANUM MAJORANA","486","2024-09-30 14:39:33.383835+00","2024-09-30 14:39:33.383835+00",NULL
"","ORNITHOGALUM","487","2024-09-30 14:39:33.387614+00","2024-09-30 14:39:33.387614+00",NULL
"","OSMIUM","488","2024-09-30 14:39:33.391037+00","2024-09-30 14:39:33.391037+00",NULL
"","OSTRYA VIRGINICA","489","2024-09-30 14:39:33.394367+00","2024-09-30 14:39:33.394367+00",NULL
"","OVININUM (OOPHORINUM)","490","2024-09-30 14:39:33.398141+00","2024-09-30 14:39:33.398141+00",NULL
"","OVI GALLINAE","491","2024-09-30 14:39:33.401632+00","2024-09-30 14:39:33.401632+00",NULL
"","OXALICUM ACIDUM","492","2024-09-30 14:39:33.405315+00","2024-09-30 14:39:33.405315+00",NULL
"","OXYDENDRON ARBOREUM","493","2024-09-30 14:39:33.409585+00","2024-09-30 14:39:33.409585+00",NULL
"","OXYTROPIS LAMBERTI","494","2024-09-30 14:39:33.413791+00","2024-09-30 14:39:33.413791+00",NULL
"","PAEONIA OFFICINALIS (PAEONIA)","495","2024-09-30 14:39:33.740093+00","2024-09-30 14:39:33.740093+00",NULL
"","PALLADIUM","496","2024-09-30 14:39:33.742937+00","2024-09-30 14:39:33.742937+00",NULL
"","PARIS QUADRIFOLIA","497","2024-09-30 14:39:33.745624+00","2024-09-30 14:39:33.745624+00",NULL
"","PARAFFINUM","498","2024-09-30 14:39:33.748342+00","2024-09-30 14:39:33.748342+00",NULL
"","PAREIRA BRAVA","499","2024-09-30 14:39:33.750684+00","2024-09-30 14:39:33.750684+00",NULL
"","PARTHENIUM","500","2024-09-30 14:39:33.753066+00","2024-09-30 14:39:33.753066+00",NULL
"","PASSIFLORA","501","2024-09-30 14:39:33.75607+00","2024-09-30 14:39:33.75607+00",NULL
"","PENTHORUM SEDOIDES","502","2024-09-30 14:39:33.758861+00","2024-09-30 14:39:33.758861+00",NULL
"","PERTUSSINUM","503","2024-09-30 14:39:33.761285+00","2024-09-30 14:39:33.761285+00",NULL
"","PETROLEUM","504","2024-09-30 14:39:33.763716+00","2024-09-30 14:39:33.763716+00",NULL
"","PETROSELINUM","505","2024-09-30 14:39:33.766719+00","2024-09-30 14:39:33.766719+00",NULL
"","PHOSPHORICUM","506","2024-09-30 14:39:33.769708+00","2024-09-30 14:39:33.769708+00",NULL
"","PHASEOLUS NANUS","507","2024-09-30 14:39:33.772456+00","2024-09-30 14:39:33.772456+00",NULL
"","PHELLANDRIUM","508","2024-09-30 14:39:33.775433+00","2024-09-30 14:39:33.775433+00",NULL
"","PHOSPHORUS","509","2024-09-30 14:39:33.778481+00","2024-09-30 14:39:33.778481+00",NULL
"","PHYSOSTIGMA","510","2024-09-30 14:39:33.781431+00","2024-09-30 14:39:33.781431+00",NULL
"","PHYSALIS","511","2024-09-30 14:39:33.784769+00","2024-09-30 14:39:33.784769+00",NULL
"","PHYTOLACCA DECANDRA","512","2024-09-30 14:39:33.78849+00","2024-09-30 14:39:33.78849+00",NULL
"","PICRICUM ACIDUM","513","2024-09-30 14:39:33.792347+00","2024-09-30 14:39:33.792347+00",NULL
"","PINUS SILVESTRIS","514","2024-09-30 14:39:33.79566+00","2024-09-30 14:39:33.79566+00",NULL
"","PIPER METHYSTICUM","515","2024-09-30 14:39:33.799076+00","2024-09-30 14:39:33.799076+00",NULL
"","PIPER NIGRUM","516","2024-09-30 14:39:33.803271+00","2024-09-30 14:39:33.803271+00",NULL
"","PITUITARIA","517","2024-09-30 14:39:33.807321+00","2024-09-30 14:39:33.807321+00",NULL
"","PIX LIQUIDA","518","2024-09-30 14:39:33.810976+00","2024-09-30 14:39:33.810976+00",NULL
"","PLANTAGO MAJOR","519","2024-09-30 14:39:33.81491+00","2024-09-30 14:39:33.81491+00",NULL
"","PLATINUM METALLICUM","520","2024-09-30 14:39:33.819008+00","2024-09-30 14:39:33.819008+00",NULL
"","PLATANUS","521","2024-09-30 14:39:33.822848+00","2024-09-30 14:39:33.822848+00",NULL
"","PLUMBUM METALLICUM","522","2024-09-30 14:39:33.826709+00","2024-09-30 14:39:33.826709+00",NULL
"","PODOPHYLLINUM","523","2024-09-30 14:39:33.831111+00","2024-09-30 14:39:33.831111+00",NULL
"","POLYGONUM","524","2024-09-30 14:39:33.83529+00","2024-09-30 14:39:33.83529+00",NULL
"","POLYPORUS","525","2024-09-30 14:39:33.839234+00","2024-09-30 14:39:33.839234+00",NULL
"","POPULUS TREMULOIDES","526","2024-09-30 14:39:33.842912+00","2024-09-30 14:39:33.842912+00",NULL
"","POPULUS CANDICANS","527","2024-09-30 14:39:33.846745+00","2024-09-30 14:39:33.846745+00",NULL
"","PRIMULA","528","2024-09-30 14:39:33.850689+00","2024-09-30 14:39:33.850689+00",NULL
"","PRIMULA VERIS","529","2024-09-30 14:39:33.854232+00","2024-09-30 14:39:33.854232+00",NULL
"","PROPYLAMINUM","530","2024-09-30 14:39:33.857831+00","2024-09-30 14:39:33.857831+00",NULL
"","PRUNUS SPINOSA","531","2024-09-30 14:39:33.861648+00","2024-09-30 14:39:33.861648+00",NULL
"","PSORINUM","532","2024-09-30 14:39:33.865432+00","2024-09-30 14:39:33.865432+00",NULL
"","PTELEA TRIFOLIATA","533","2024-09-30 14:39:33.868917+00","2024-09-30 14:39:33.868917+00",NULL
"","PULSATILLA","534","2024-09-30 14:39:33.872309+00","2024-09-30 14:39:33.872309+00",NULL
"","PULEX IRRITANS","535","2024-09-30 14:39:33.875969+00","2024-09-30 14:39:33.875969+00",NULL
"","PYROGENIUM","536","2024-09-30 14:39:33.879325+00","2024-09-30 14:39:33.879325+00",NULL
"","QUASSIA AMARA (QUASSIA - PICRAENA EXCELSA)","537","2024-09-30 14:39:34.179471+00","2024-09-30 14:39:34.179471+00",NULL
"","QUEBRACHO","538","2024-09-30 14:39:34.184076+00","2024-09-30 14:39:34.184076+00",NULL
"","QUERCUS E","539","2024-09-30 14:39:34.188168+00","2024-09-30 14:39:34.188168+00",NULL
"","QUILLAYA","540","2024-09-30 14:39:34.192007+00","2024-09-30 14:39:34.192007+00",NULL
"","RADIUM BROMATUM (RADIUM)","541","2024-09-30 14:39:34.464074+00","2024-09-30 14:39:34.464074+00",NULL
"","RANUNCULUS","542","2024-09-30 14:39:34.468514+00","2024-09-30 14:39:34.468514+00",NULL
"","RANUNCULUS","543","2024-09-30 14:39:34.47261+00","2024-09-30 14:39:34.47261+00",NULL
"","RAPHANUS SATIVUS","544","2024-09-30 14:39:34.476182+00","2024-09-30 14:39:34.476182+00",NULL
"","RATANHIA PERUVIANA","545","2024-09-30 14:39:34.479667+00","2024-09-30 14:39:34.479667+00",NULL
"","RHAMNUS","546","2024-09-30 14:39:34.483588+00","2024-09-30 14:39:34.483588+00",NULL
"","RHEUM PALMATUM","547","2024-09-30 14:39:34.487489+00","2024-09-30 14:39:34.487489+00",NULL
"","RHODODENDRON","548","2024-09-30 14:39:34.491205+00","2024-09-30 14:39:34.491205+00",NULL
"","RHODIUM","549","2024-09-30 14:39:34.494874+00","2024-09-30 14:39:34.494874+00",NULL
"","RHUS AROMATICA","550","2024-09-30 14:39:34.498909+00","2024-09-30 14:39:34.498909+00",NULL
"","RHUS GLABRA","551","2024-09-30 14:39:34.502446+00","2024-09-30 14:39:34.502446+00",NULL
"","RHUS","552","2024-09-30 14:39:34.506379+00","2024-09-30 14:39:34.506379+00",NULL
"","RHUS VENENATA","553","2024-09-30 14:39:34.51055+00","2024-09-30 14:39:34.51055+00",NULL
"","RICINUS COMMUNIS","554","2024-09-30 14:39:34.514905+00","2024-09-30 14:39:34.514905+00",NULL
"","ROBINIA PSEUDACACIA","555","2024-09-30 14:39:34.518881+00","2024-09-30 14:39:34.518881+00",NULL
"","ROSA DAMASCENA","556","2024-09-30 14:39:34.522647+00","2024-09-30 14:39:34.522647+00",NULL
"","RUMEX CRISPUS","557","2024-09-30 14:39:34.526675+00","2024-09-30 14:39:34.526675+00",NULL
"","RUTA GRAVEOLENS","558","2024-09-30 14:39:34.530789+00","2024-09-30 14:39:34.530789+00",NULL
"","SABADILLA","559","2024-09-30 14:39:34.712607+00","2024-09-30 14:39:34.712607+00",NULL
"","SABAL SERRULATA","560","2024-09-30 14:39:34.715667+00","2024-09-30 14:39:34.715667+00",NULL
"","SABINA","561","2024-09-30 14:39:34.719289+00","2024-09-30 14:39:34.719289+00",NULL
"","SACCHARUM","562","2024-09-30 14:39:34.723312+00","2024-09-30 14:39:34.723312+00",NULL
"","SALICYLICUM","563","2024-09-30 14:39:34.727018+00","2024-09-30 14:39:34.727018+00",NULL
"","SALIX NIGRA","564","2024-09-30 14:39:34.730665+00","2024-09-30 14:39:34.730665+00",NULL
"","SALVIA OFFICINALIS","565","2024-09-30 14:39:34.73448+00","2024-09-30 14:39:34.73448+00",NULL
"","SAMBUCUS NIGRA","566","2024-09-30 14:39:34.738153+00","2024-09-30 14:39:34.738153+00",NULL
"","SANGUINARIA","567","2024-09-30 14:39:34.742298+00","2024-09-30 14:39:34.742298+00",NULL
"","SANGUINARINUM NITRICUM (SANGUINARINA NITRICA)","568","2024-09-30 14:39:34.746573+00","2024-09-30 14:39:34.746573+00",NULL
"","SANICULA AQUA","569","2024-09-30 14:39:34.750424+00","2024-09-30 14:39:34.750424+00",NULL
"","SANTONINUM","570","2024-09-30 14:39:34.753971+00","2024-09-30 14:39:34.753971+00",NULL
"","SAPONARIA","571","2024-09-30 14:39:34.757441+00","2024-09-30 14:39:34.757441+00",NULL
"","SARCOLACTICUM ACIDUM (SARCOLACTIC ACID)","572","2024-09-30 14:39:34.761131+00","2024-09-30 14:39:34.761131+00",NULL
"","SAROTHAMNUS","573","2024-09-30 14:39:34.76522+00","2024-09-30 14:39:34.76522+00",NULL
"","SARRACENIA PURPUREA","574","2024-09-30 14:39:34.76897+00","2024-09-30 14:39:34.76897+00",NULL
"","SARSAPARILLA","575","2024-09-30 14:39:34.772349+00","2024-09-30 14:39:34.772349+00",NULL
"","SCROPHULARIA NODOSA","576","2024-09-30 14:39:34.776224+00","2024-09-30 14:39:34.776224+00",NULL
"","SCUTELLARIA","577","2024-09-30 14:39:34.779986+00","2024-09-30 14:39:34.779986+00",NULL
"","SECALE CORNUTUM","578","2024-09-30 14:39:34.783916+00","2024-09-30 14:39:34.783916+00",NULL
"","SEDUM ACRE","579","2024-09-30 14:39:34.787798+00","2024-09-30 14:39:34.787798+00",NULL
"","SELENIUM METALLICUM","580","2024-09-30 14:39:34.791911+00","2024-09-30 14:39:34.791911+00",NULL
"","SEMPERVIVUM","581","2024-09-30 14:39:34.795525+00","2024-09-30 14:39:34.795525+00",NULL
"","SENECIO AUREUS","582","2024-09-30 14:39:34.79898+00","2024-09-30 14:39:34.79898+00",NULL
"","SENEGA","583","2024-09-30 14:39:34.80255+00","2024-09-30 14:39:34.80255+00",NULL
"","SENNA","584","2024-09-30 14:39:34.806046+00","2024-09-30 14:39:34.806046+00",NULL
"","SEPIA OFFICINALIS","585","2024-09-30 14:39:34.809471+00","2024-09-30 14:39:34.809471+00",NULL
"","SERUM","586","2024-09-30 14:39:34.812893+00","2024-09-30 14:39:34.812893+00",NULL
"","SILICEA TERRA","587","2024-09-30 14:39:34.816812+00","2024-09-30 14:39:34.816812+00",NULL
"","SILPHIUM","588","2024-09-30 14:39:34.820822+00","2024-09-30 14:39:34.820822+00",NULL
"","SINAPIS NIGRA","589","2024-09-30 14:39:34.824439+00","2024-09-30 14:39:34.824439+00",NULL
"","SKATOLUM (SKATOL)","590","2024-09-30 14:39:34.828096+00","2024-09-30 14:39:34.828096+00",NULL
"","SKOOKUM CHUCK","591","2024-09-30 14:39:34.832166+00","2024-09-30 14:39:34.832166+00",NULL
"","SOLANUM NIGRUM","592","2024-09-30 14:39:34.836069+00","2024-09-30 14:39:34.836069+00",NULL
"","SOLIDAGO","593","2024-09-30 14:39:34.83989+00","2024-09-30 14:39:34.83989+00",NULL
"","SPIGELIA ANTHELMIA","594","2024-09-30 14:39:34.843713+00","2024-09-30 14:39:34.843713+00",NULL
